ActivityHour,Calories
3/4/2023 8:00:00 PM,331
3/4/2023 9:00:00 PM,124
3/4/2023 10:00:00 PM,100
3/4/2023 11:00:00 PM,94
3/5/2023 12:00:00 AM,87
3/5/2023 1:00:00 AM,81
3/5/2023 2:00:00 AM,114
3/5/2023 3:00:00 AM,74
3/5/2023 4:00:00 AM,74
3/5/2023 5:00:00 AM,73
3/5/2023 6:00:00 AM,173
3/5/2023 7:00:00 AM,280
3/5/2023 8:00:00 AM,297
3/5/2023 9:00:00 AM,215
3/5/2023 10:00:00 AM,98
3/5/2023 11:00:00 AM,239
3/5/2023 12:00:00 PM,136
3/5/2023 1:00:00 PM,233
3/5/2023 2:00:00 PM,149
3/5/2023 3:00:00 PM,83
3/5/2023 4:00:00 PM,77
3/5/2023 5:00:00 PM,100
3/5/2023 6:00:00 PM,259
3/5/2023 7:00:00 PM,157
3/5/2023 8:00:00 PM,123
3/5/2023 9:00:00 PM,198
3/5/2023 10:00:00 PM,74
3/5/2023 11:00:00 PM,72
3/6/2023 12:00:00 AM,81
3/6/2023 1:00:00 AM,81
3/6/2023 2:00:00 AM,73
3/6/2023 3:00:00 AM,73
3/6/2023 4:00:00 AM,73
3/6/2023 5:00:00 AM,74
3/6/2023 6:00:00 AM,75
3/6/2023 7:00:00 AM,132
3/6/2023 8:00:00 AM,81
3/6/2023 9:00:00 AM,72
3/6/2023 10:00:00 AM,72
3/6/2023 11:00:00 AM,230
3/6/2023 12:00:00 PM,322
3/6/2023 1:00:00 PM,181
3/6/2023 2:00:00 PM,109
3/6/2023 3:00:00 PM,85
3/6/2023 4:00:00 PM,100
3/6/2023 5:00:00 PM,103
3/6/2023 6:00:00 PM,136
3/6/2023 7:00:00 PM,118
3/6/2023 8:00:00 PM,108
3/6/2023 9:00:00 PM,123
3/6/2023 10:00:00 PM,85
3/6/2023 11:00:00 PM,123
3/7/2023 12:00:00 AM,108
3/7/2023 1:00:00 AM,73
3/7/2023 2:00:00 AM,73
3/7/2023 3:00:00 AM,78
3/7/2023 4:00:00 AM,73
3/7/2023 5:00:00 AM,152
3/7/2023 6:00:00 AM,203
3/7/2023 7:00:00 AM,210
3/7/2023 8:00:00 AM,207
3/7/2023 9:00:00 AM,197
3/7/2023 10:00:00 AM,246
3/7/2023 11:00:00 AM,97
3/7/2023 12:00:00 PM,142
3/7/2023 1:00:00 PM,218
3/7/2023 2:00:00 PM,184
3/7/2023 3:00:00 PM,218
3/7/2023 4:00:00 PM,283
3/7/2023 5:00:00 PM,190
3/7/2023 6:00:00 PM,240
3/7/2023 7:00:00 PM,324
3/7/2023 8:00:00 PM,159
3/7/2023 9:00:00 PM,165
3/7/2023 10:00:00 PM,72
3/7/2023 11:00:00 PM,72
3/8/2023 12:00:00 AM,90
3/8/2023 1:00:00 AM,96
3/8/2023 2:00:00 AM,73
3/8/2023 3:00:00 AM,73
3/8/2023 4:00:00 AM,74
3/8/2023 5:00:00 AM,73
3/8/2023 6:00:00 AM,73
3/8/2023 7:00:00 AM,73
3/8/2023 8:00:00 AM,173
3/8/2023 9:00:00 AM,262
3/8/2023 10:00:00 AM,322
3/8/2023 11:00:00 AM,307
3/8/2023 12:00:00 PM,154
3/8/2023 1:00:00 PM,155
3/8/2023 2:00:00 PM,168
3/8/2023 3:00:00 PM,142
3/8/2023 4:00:00 PM,144
3/8/2023 5:00:00 PM,201
3/8/2023 6:00:00 PM,246
3/8/2023 7:00:00 PM,198
3/8/2023 8:00:00 PM,120
3/8/2023 9:00:00 PM,108
3/8/2023 10:00:00 PM,167
3/8/2023 11:00:00 PM,123
3/9/2023 12:00:00 AM,76
3/9/2023 1:00:00 AM,73
3/9/2023 2:00:00 AM,74
3/9/2023 3:00:00 AM,73
3/9/2023 4:00:00 AM,73
3/9/2023 5:00:00 AM,99
3/9/2023 6:00:00 AM,201
3/9/2023 7:00:00 AM,118
3/9/2023 8:00:00 AM,191
3/9/2023 9:00:00 AM,101
3/9/2023 10:00:00 AM,150
3/9/2023 11:00:00 AM,246
3/9/2023 12:00:00 PM,201
3/9/2023 1:00:00 PM,184
3/9/2023 2:00:00 PM,87
3/9/2023 3:00:00 PM,85
3/9/2023 4:00:00 PM,74
3/9/2023 5:00:00 PM,73
3/9/2023 6:00:00 PM,101
3/9/2023 7:00:00 PM,163
3/9/2023 8:00:00 PM,130
3/9/2023 9:00:00 PM,121
3/9/2023 10:00:00 PM,88
3/9/2023 11:00:00 PM,109
3/10/2023 12:00:00 AM,126
3/10/2023 1:00:00 AM,73
3/10/2023 2:00:00 AM,74
3/10/2023 3:00:00 AM,73
3/10/2023 4:00:00 AM,73
3/10/2023 5:00:00 AM,82
3/10/2023 6:00:00 AM,192
3/10/2023 7:00:00 AM,170
3/10/2023 8:00:00 AM,253
3/10/2023 9:00:00 AM,117
3/10/2023 10:00:00 AM,106
3/10/2023 11:00:00 AM,149
3/10/2023 12:00:00 PM,132
3/10/2023 1:00:00 PM,295
3/10/2023 2:00:00 PM,223
3/10/2023 3:00:00 PM,210
3/10/2023 4:00:00 PM,318
3/10/2023 5:00:00 PM,233
3/10/2023 6:00:00 PM,232
3/10/2023 7:00:00 PM,105
3/10/2023 8:00:00 PM,91
3/10/2023 9:00:00 PM,87
3/10/2023 10:00:00 PM,79
3/10/2023 11:00:00 PM,112
3/11/2023 12:00:00 AM,99
3/11/2023 1:00:00 AM,75
3/11/2023 2:00:00 AM,73
3/11/2023 3:00:00 AM,101
3/11/2023 4:00:00 AM,142
3/11/2023 5:00:00 AM,121
3/11/2023 6:00:00 AM,176
3/11/2023 7:00:00 AM,173
3/11/2023 8:00:00 AM,164
3/11/2023 9:00:00 AM,111
3/11/2023 10:00:00 AM,125
3/11/2023 11:00:00 AM,163
3/11/2023 12:00:00 PM,191
3/11/2023 1:00:00 PM,216
3/11/2023 2:00:00 PM,119
3/11/2023 3:00:00 PM,97
3/11/2023 4:00:00 PM,79
3/11/2023 5:00:00 PM,180
3/11/2023 6:00:00 PM,227
3/11/2023 7:00:00 PM,228
3/11/2023 8:00:00 PM,197
3/11/2023 9:00:00 PM,167
3/11/2023 10:00:00 PM,151
3/11/2023 11:00:00 PM,239
3/12/2023 12:00:00 AM,157
3/12/2023 1:00:00 AM,180
3/12/2023 2:00:00 AM,100
3/12/2023 3:00:00 AM,137
3/12/2023 4:00:00 AM,86
3/12/2023 5:00:00 AM,72
3/12/2023 6:00:00 AM,72
3/12/2023 7:00:00 AM,72
3/12/2023 8:00:00 AM,72
3/12/2023 9:00:00 AM,132
3/12/2023 10:00:00 AM,122
3/12/2023 11:00:00 AM,152
3/12/2023 12:00:00 PM,134
3/12/2023 1:00:00 PM,118
3/12/2023 2:00:00 PM,87
3/12/2023 3:00:00 PM,83
3/12/2023 4:00:00 PM,75
3/12/2023 5:00:00 PM,95
3/12/2023 6:00:00 PM,145
3/12/2023 7:00:00 PM,121
3/12/2023 8:00:00 PM,126
3/12/2023 9:00:00 PM,239
3/12/2023 10:00:00 PM,100
3/12/2023 11:00:00 PM,77
3/13/2023 12:00:00 AM,103
3/13/2023 1:00:00 AM,85
3/13/2023 2:00:00 AM,122
3/13/2023 3:00:00 AM,75
3/13/2023 4:00:00 AM,77
3/13/2023 5:00:00 AM,73
3/13/2023 6:00:00 AM,76
3/13/2023 7:00:00 AM,76
3/13/2023 8:00:00 AM,73
3/13/2023 9:00:00 AM,73
3/13/2023 10:00:00 AM,183
3/13/2023 11:00:00 AM,271
3/13/2023 12:00:00 PM,245
3/13/2023 1:00:00 PM,113
3/13/2023 2:00:00 PM,260
3/13/2023 3:00:00 PM,155
3/13/2023 4:00:00 PM,191
3/13/2023 5:00:00 PM,126
3/13/2023 6:00:00 PM,83
3/13/2023 7:00:00 PM,162
3/13/2023 8:00:00 PM,248
3/13/2023 9:00:00 PM,144
3/13/2023 10:00:00 PM,157
3/13/2023 11:00:00 PM,133
3/14/2023 12:00:00 AM,77
3/14/2023 1:00:00 AM,194
3/14/2023 2:00:00 AM,138
3/14/2023 3:00:00 AM,321
3/14/2023 4:00:00 AM,208
3/14/2023 5:00:00 AM,202
3/14/2023 6:00:00 AM,257
3/14/2023 7:00:00 AM,211
3/14/2023 8:00:00 AM,175
3/14/2023 9:00:00 AM,180
3/14/2023 10:00:00 AM,162
3/14/2023 11:00:00 AM,190
3/14/2023 12:00:00 PM,275
3/14/2023 1:00:00 PM,260
3/14/2023 2:00:00 PM,204
3/14/2023 3:00:00 PM,207
3/14/2023 4:00:00 PM,85
3/14/2023 5:00:00 PM,92
3/14/2023 6:00:00 PM,77
3/14/2023 7:00:00 PM,75
3/14/2023 8:00:00 PM,97
3/14/2023 9:00:00 PM,163
3/14/2023 10:00:00 PM,132
3/14/2023 11:00:00 PM,123
3/15/2023 12:00:00 AM,88
3/15/2023 1:00:00 AM,74
3/15/2023 2:00:00 AM,73
3/15/2023 3:00:00 AM,73
3/15/2023 4:00:00 AM,73
3/15/2023 5:00:00 AM,131
3/15/2023 6:00:00 AM,457
3/15/2023 7:00:00 AM,366
3/15/2023 8:00:00 AM,182
3/15/2023 9:00:00 AM,91
3/15/2023 10:00:00 AM,156
3/15/2023 11:00:00 AM,133
3/15/2023 12:00:00 PM,310
3/15/2023 1:00:00 PM,159
3/15/2023 2:00:00 PM,235
3/15/2023 3:00:00 PM,93
3/15/2023 4:00:00 PM,76
3/15/2023 5:00:00 PM,141
3/15/2023 6:00:00 PM,81
3/15/2023 7:00:00 PM,287
3/15/2023 8:00:00 PM,292
3/15/2023 9:00:00 PM,126
3/15/2023 10:00:00 PM,206
3/15/2023 11:00:00 PM,95
3/16/2023 12:00:00 AM,72
3/16/2023 1:00:00 AM,72
3/16/2023 2:00:00 AM,87
3/16/2023 3:00:00 AM,127
3/16/2023 4:00:00 AM,392
3/16/2023 5:00:00 AM,97
3/16/2023 6:00:00 AM,122
3/16/2023 7:00:00 AM,73
3/16/2023 8:00:00 AM,73
3/16/2023 9:00:00 AM,73
3/16/2023 10:00:00 AM,73
3/16/2023 11:00:00 AM,87
3/16/2023 12:00:00 PM,107
3/16/2023 1:00:00 PM,216
3/16/2023 2:00:00 PM,185
3/16/2023 3:00:00 PM,174
3/16/2023 4:00:00 PM,106
3/16/2023 5:00:00 PM,80
3/16/2023 6:00:00 PM,137
3/16/2023 7:00:00 PM,266
3/16/2023 8:00:00 PM,253
3/16/2023 9:00:00 PM,161
3/16/2023 10:00:00 PM,112
3/16/2023 11:00:00 PM,80
3/17/2023 12:00:00 AM,90
3/17/2023 1:00:00 AM,95
3/17/2023 2:00:00 AM,73
3/17/2023 3:00:00 AM,73
3/17/2023 4:00:00 AM,73
3/17/2023 5:00:00 AM,96
3/17/2023 6:00:00 AM,78
3/17/2023 7:00:00 AM,73
3/17/2023 8:00:00 AM,73
3/17/2023 9:00:00 AM,75
3/17/2023 10:00:00 AM,207
3/17/2023 11:00:00 AM,271
3/17/2023 12:00:00 PM,330
3/17/2023 1:00:00 PM,182
3/17/2023 2:00:00 PM,103
3/17/2023 3:00:00 PM,103
3/17/2023 4:00:00 PM,104
3/17/2023 5:00:00 PM,91
3/17/2023 6:00:00 PM,136
3/17/2023 7:00:00 PM,132
3/17/2023 8:00:00 PM,122
3/17/2023 9:00:00 PM,274
3/17/2023 10:00:00 PM,137
3/17/2023 11:00:00 PM,80
3/18/2023 12:00:00 AM,97
3/18/2023 1:00:00 AM,73
3/18/2023 2:00:00 AM,73
3/18/2023 3:00:00 AM,78
3/18/2023 4:00:00 AM,73
3/18/2023 5:00:00 AM,85
3/18/2023 6:00:00 AM,184
3/18/2023 7:00:00 AM,220
3/18/2023 8:00:00 AM,294
3/18/2023 9:00:00 AM,206
3/18/2023 10:00:00 AM,230
3/18/2023 11:00:00 AM,304
3/18/2023 12:00:00 PM,306
3/18/2023 1:00:00 PM,158
3/18/2023 2:00:00 PM,109
3/18/2023 3:00:00 PM,209
3/18/2023 4:00:00 PM,104
3/18/2023 5:00:00 PM,102
3/18/2023 6:00:00 PM,198
3/18/2023 7:00:00 PM,248
3/18/2023 8:00:00 PM,186
3/18/2023 9:00:00 PM,395
3/18/2023 10:00:00 PM,235
3/18/2023 11:00:00 PM,97
3/19/2023 12:00:00 AM,90
3/19/2023 1:00:00 AM,75
3/19/2023 2:00:00 AM,73
3/19/2023 3:00:00 AM,73
3/19/2023 4:00:00 AM,74
3/19/2023 5:00:00 AM,74
3/19/2023 6:00:00 AM,79
3/19/2023 7:00:00 AM,74
3/19/2023 8:00:00 AM,196
3/19/2023 9:00:00 AM,146
3/19/2023 10:00:00 AM,84
3/19/2023 11:00:00 AM,254
3/19/2023 12:00:00 PM,147
3/19/2023 1:00:00 PM,73
3/19/2023 2:00:00 PM,73
3/19/2023 3:00:00 PM,72
3/19/2023 4:00:00 PM,72
3/19/2023 5:00:00 PM,91
3/19/2023 6:00:00 PM,103
3/19/2023 7:00:00 PM,130
3/19/2023 8:00:00 PM,197
3/19/2023 9:00:00 PM,174
3/19/2023 10:00:00 PM,182
3/19/2023 11:00:00 PM,109
3/20/2023 12:00:00 AM,80
3/20/2023 1:00:00 AM,79
3/20/2023 2:00:00 AM,91
3/20/2023 3:00:00 AM,73
3/20/2023 4:00:00 AM,74
3/20/2023 5:00:00 AM,73
3/20/2023 6:00:00 AM,74
3/20/2023 7:00:00 AM,73
3/20/2023 8:00:00 AM,82
3/20/2023 9:00:00 AM,207
3/20/2023 10:00:00 AM,231
3/20/2023 11:00:00 AM,310
3/20/2023 12:00:00 PM,272
3/20/2023 1:00:00 PM,174
3/20/2023 2:00:00 PM,97
3/20/2023 3:00:00 PM,84
3/20/2023 4:00:00 PM,74
3/20/2023 5:00:00 PM,74
3/20/2023 6:00:00 PM,83
3/20/2023 7:00:00 PM,170
3/20/2023 8:00:00 PM,116
3/20/2023 9:00:00 PM,111
3/20/2023 10:00:00 PM,186
3/20/2023 11:00:00 PM,183
3/21/2023 12:00:00 AM,135
3/21/2023 1:00:00 AM,104
3/21/2023 2:00:00 AM,76
3/21/2023 3:00:00 AM,76
3/21/2023 4:00:00 AM,73
3/21/2023 5:00:00 AM,116
3/21/2023 6:00:00 AM,207
3/21/2023 7:00:00 AM,138
3/21/2023 8:00:00 AM,210
3/21/2023 9:00:00 AM,120
3/21/2023 10:00:00 AM,124
3/21/2023 11:00:00 AM,264
3/21/2023 12:00:00 PM,162
3/21/2023 1:00:00 PM,194
3/21/2023 2:00:00 PM,224
3/21/2023 3:00:00 PM,174
3/21/2023 4:00:00 PM,249
3/21/2023 5:00:00 PM,358
3/21/2023 6:00:00 PM,145
3/21/2023 7:00:00 PM,129
3/21/2023 8:00:00 PM,86
3/21/2023 9:00:00 PM,76
3/21/2023 10:00:00 PM,73
3/21/2023 11:00:00 PM,73
3/22/2023 12:00:00 AM,73
3/22/2023 1:00:00 AM,73
3/22/2023 2:00:00 AM,89
3/22/2023 3:00:00 AM,74
3/22/2023 4:00:00 AM,73
3/22/2023 5:00:00 AM,83
3/22/2023 6:00:00 AM,271
3/22/2023 7:00:00 AM,220
3/22/2023 8:00:00 AM,149
3/22/2023 9:00:00 AM,104
3/22/2023 10:00:00 AM,150
3/22/2023 11:00:00 AM,152
3/22/2023 12:00:00 PM,140
3/22/2023 1:00:00 PM,98
3/22/2023 2:00:00 PM,122
3/22/2023 3:00:00 PM,196
3/22/2023 4:00:00 PM,255
3/22/2023 5:00:00 PM,281
3/22/2023 6:00:00 PM,317
3/22/2023 7:00:00 PM,123
3/22/2023 8:00:00 PM,165
3/22/2023 9:00:00 PM,150
3/22/2023 10:00:00 PM,96
3/22/2023 11:00:00 PM,88
3/23/2023 12:00:00 AM,74
3/23/2023 1:00:00 AM,73
3/23/2023 2:00:00 AM,74
3/23/2023 3:00:00 AM,85
3/23/2023 4:00:00 AM,220
3/23/2023 5:00:00 AM,89
3/23/2023 6:00:00 AM,202
3/23/2023 7:00:00 AM,227
3/23/2023 8:00:00 AM,89
3/23/2023 9:00:00 AM,248
3/23/2023 10:00:00 AM,104
3/23/2023 11:00:00 AM,80
3/23/2023 12:00:00 PM,110
3/23/2023 1:00:00 PM,131
3/23/2023 2:00:00 PM,116
3/23/2023 3:00:00 PM,130
3/23/2023 4:00:00 PM,293
3/23/2023 5:00:00 PM,133
3/23/2023 6:00:00 PM,240
3/23/2023 7:00:00 PM,134
3/23/2023 8:00:00 PM,85
3/23/2023 9:00:00 PM,109
3/23/2023 10:00:00 PM,73
3/23/2023 11:00:00 PM,75
3/24/2023 12:00:00 AM,73
3/24/2023 1:00:00 AM,73
3/24/2023 2:00:00 AM,76
3/24/2023 3:00:00 AM,102
3/24/2023 4:00:00 AM,73
3/24/2023 5:00:00 AM,82
3/24/2023 6:00:00 AM,249
3/24/2023 7:00:00 AM,183
3/24/2023 8:00:00 AM,218
3/24/2023 9:00:00 AM,116
3/24/2023 10:00:00 AM,115
3/24/2023 11:00:00 AM,106
3/24/2023 12:00:00 PM,100
3/24/2023 1:00:00 PM,226
3/24/2023 2:00:00 PM,169
3/24/2023 3:00:00 PM,238
3/24/2023 4:00:00 PM,126
3/24/2023 5:00:00 PM,161
3/24/2023 6:00:00 PM,87
3/24/2023 7:00:00 PM,77
3/24/2023 8:00:00 PM,92
3/24/2023 9:00:00 PM,185
3/24/2023 10:00:00 PM,91
3/24/2023 11:00:00 PM,86
3/25/2023 12:00:00 AM,129
3/25/2023 1:00:00 AM,88
3/25/2023 2:00:00 AM,122
3/25/2023 3:00:00 AM,141
3/25/2023 4:00:00 AM,213
3/25/2023 5:00:00 AM,139
3/25/2023 6:00:00 AM,137
3/25/2023 7:00:00 AM,345
3/25/2023 8:00:00 AM,244
3/25/2023 9:00:00 AM,137
3/25/2023 10:00:00 AM,302
3/25/2023 11:00:00 AM,120
3/25/2023 12:00:00 PM,202
3/25/2023 1:00:00 PM,72
3/25/2023 2:00:00 PM,72
3/25/2023 3:00:00 PM,72
3/25/2023 4:00:00 PM,72
3/25/2023 5:00:00 PM,72
3/25/2023 6:00:00 PM,124
3/25/2023 7:00:00 PM,293
3/25/2023 8:00:00 PM,209
3/25/2023 9:00:00 PM,90
3/25/2023 10:00:00 PM,120
3/25/2023 11:00:00 PM,129
3/26/2023 12:00:00 AM,82
3/26/2023 1:00:00 AM,119
3/26/2023 2:00:00 AM,73
3/26/2023 3:00:00 AM,73
3/26/2023 4:00:00 AM,77
3/26/2023 5:00:00 AM,79
3/26/2023 6:00:00 AM,73
3/26/2023 7:00:00 AM,73
3/26/2023 8:00:00 AM,82
3/26/2023 9:00:00 AM,121
3/26/2023 10:00:00 AM,113
3/26/2023 11:00:00 AM,75
3/26/2023 12:00:00 PM,87
3/26/2023 1:00:00 PM,104
3/26/2023 2:00:00 PM,82
3/26/2023 3:00:00 PM,106
3/26/2023 4:00:00 PM,85
3/26/2023 5:00:00 PM,72
3/26/2023 6:00:00 PM,119
3/26/2023 7:00:00 PM,89
3/26/2023 8:00:00 PM,127
3/26/2023 9:00:00 PM,134
3/26/2023 10:00:00 PM,93
3/26/2023 11:00:00 PM,80
3/27/2023 12:00:00 AM,99
3/27/2023 1:00:00 AM,92
3/27/2023 2:00:00 AM,75
3/27/2023 3:00:00 AM,78
3/27/2023 4:00:00 AM,77
3/27/2023 5:00:00 AM,80
3/27/2023 6:00:00 AM,231
3/27/2023 7:00:00 AM,222
